Ethylene,,,,,,,,,,,,,,,
Time,m2,m4,m14,m16,m18,m25,m26,m27,m28,m29,m30,m32,m40,m44,m15
6908.8,5.90E-11,4.91E-13,2.53E-11,3.25E-12,7.66E-11,1.22E-09,5.63E-09,1.26E-10,7.19E-11,5.15E-12,7.04E-13,1.17E-12,1.57E-08,1.49E-11,4.89E-11
6911.95,5.95E-11,4.95E-13,2.49E-11,3.21E-12,7.63E-11,1.22E-09,5.63E-09,1.25E-10,7.17E-11,5.34E-12,7.26E-13,1.16E-12,1.57E-08,1.47E-11,4.88E-11
6915.05,5.92E-11,5.03E-13,2.48E-11,3.27E-12,7.66E-11,1.22E-09,5.63E-09,1.25E-10,7.20E-11,5.26E-12,6.58E-13,1.15E-12,1.57E-08,1.48E-11,4.86E-11
6918.12,5.88E-11,4.96E-13,2.51E-11,3.20E-12,7.69E-11,1.22E-09,5.63E-09,1.25E-10,7.19E-11,5.13E-12,6.90E-13,1.19E-12,1.57E-08,1.46E-11,4.84E-11
6921.23,5.94E-11,4.95E-13,2.48E-11,3.21E-12,7.64E-11,1.22E-09,5.63E-09,1.25E-10,7.18E-11,5.28E-12,6.87E-13,1.17E-12,1.57E-08,1.48E-11,4.84E-11
6924.33,5.93E-11,4.87E-13,2.48E-11,3.36E-12,7.73E-11,1.22E-09,5.64E-09,1.25E-10,7.19E-11,5.26E-12,6.90E-13,1.12E-12,1.57E-08,1.49E-11,4.83E-11
6927.42,5.90E-11,4.94E-13,2.52E-11,3.26E-12,7.66E-11,1.22E-09,5.63E-09,1.26E-10,7.14E-11,5.23E-12,6.92E-13,1.12E-12,1.57E-08,1.47E-11,4.89E-11
6930.52,5.91E-11,4.99E-13,2.51E-11,3.25E-12,7.65E-11,1.22E-09,5.64E-09,1.25E-10,7.13E-11,5.24E-12,6.97E-13,1.14E-12,1.57E-08,1.48E-11,4.83E-11
6933.62,5.85E-11,5.00E-13,2.51E-11,3.16E-12,7.72E-11,1.22E-09,5.64E-09,1.26E-10,7.18E-11,5.33E-12,7.14E-13,1.18E-12,1.57E-08,1.48E-11,4.82E-11
6936.72,5.91E-11,4.94E-13,2.52E-11,3.16E-12,7.63E-11,1.22E-09,5.64E-09,1.26E-10,7.15E-11,5.20E-12,6.93E-13,1.15E-12,1.57E-08,1.47E-11,4.86E-11
6939.84,5.90E-11,4.85E-13,2.52E-11,3.19E-12,7.64E-11,1.22E-09,5.64E-09,1.26E-10,7.16E-11,5.18E-12,7.05E-13,1.15E-12,1.57E-08,1.47E-11,4.83E-11
6942.95,5.89E-11,4.94E-13,2.48E-11,3.27E-12,7.66E-11,1.22E-09,5.63E-09,1.25E-10,7.17E-11,5.18E-12,7.06E-13,1.14E-12,1.57E-08,1.45E-11,4.92E-11
6946.05,5.91E-11,5.04E-13,2.51E-11,3.17E-12,7.62E-11,1.22E-09,5.63E-09,1.25E-10,7.18E-11,5.26E-12,6.88E-13,1.12E-12,1.57E-08,1.48E-11,4.89E-11
6949.14,5.91E-11,4.92E-13,2.53E-11,3.25E-12,7.65E-11,1.22E-09,5.64E-09,1.25E-10,7.19E-11,5.24E-12,6.81E-13,1.21E-12,1.57E-08,1.48E-11,4.89E-11
6952.23,5.88E-11,5.00E-13,2.51E-11,3.19E-12,7.67E-11,1.22E-09,5.63E-09,1.26E-10,7.19E-11,5.14E-12,6.96E-13,1.13E-12,1.57E-08,1.46E-11,4.82E-11
6955.34,5.92E-11,5.09E-13,2.50E-11,3.30E-12,7.66E-11,1.22E-09,5.63E-09,1.26E-10,7.15E-11,5.21E-12,6.65E-13,1.11E-12,1.57E-08,1.47E-11,4.85E-11
6958.45,5.87E-11,5.02E-13,2.49E-11,3.20E-12,7.64E-11,1.22E-09,5.63E-09,1.25E-10,7.19E-11,5.28E-12,6.82E-13,1.21E-12,1.57E-08,1.49E-11,4.84E-11
6961.55,5.92E-11,4.90E-13,2.50E-11,3.20E-12,7.68E-11,1.22E-09,5.63E-09,1.25E-10,7.17E-11,5.26E-12,6.77E-13,1.14E-12,1.57E-08,1.48E-11,4.91E-11
6964.64,5.90E-11,4.89E-13,2.51E-11,3.23E-12,7.68E-11,1.22E-09,5.63E-09,1.26E-10,7.19E-11,5.29E-12,7.18E-13,1.13E-12,1.57E-08,1.46E-11,4.87E-11
6967.73,5.87E-11,4.98E-13,2.51E-11,3.20E-12,7.63E-11,1.22E-09,5.63E-09,1.26E-10,7.11E-11,5.36E-12,6.88E-13,1.17E-12,1.57E-08,1.47E-11,4.86E-11
6970.84,5.88E-11,4.89E-13,2.52E-11,3.20E-12,7.66E-11,1.22E-09,5.64E-09,1.26E-10,7.24E-11,5.27E-12,7.12E-13,1.10E-12,1.57E-08,1.49E-11,4.85E-11
6973.94,5.92E-11,4.97E-13,2.50E-11,3.07E-12,7.63E-11,1.22E-09,5.63E-09,1.25E-10,7.23E-11,5.21E-12,7.06E-13,1.16E-12,1.57E-08,1.45E-11,4.86E-11
6977.09,5.89E-11,4.95E-13,2.47E-11,3.30E-12,7.64E-11,1.22E-09,5.63E-09,1.25E-10,7.19E-11,5.15E-12,6.86E-13,1.15E-12,1.57E-08,1.48E-11,4.85E-11
6980.19,5.87E-11,5.06E-13,2.52E-11,3.16E-12,7.63E-11,1.22E-09,5.63E-09,1.25E-10,7.20E-11,5.19E-12,7.10E-13,1.19E-12,1.57E-08,1.45E-11,4.91E-11
6983.28,5.87E-11,4.89E-13,2.50E-11,3.29E-12,7.66E-11,1.22E-09,5.63E-09,1.26E-10,7.18E-11,5.21E-12,6.86E-13,1.12E-12,1.57E-08,1.50E-11,4.84E-11
6986.44,5.84E-11,5.08E-13,2.50E-11,3.28E-12,7.62E-11,1.22E-09,5.63E-09,1.25E-10,7.22E-11,5.16E-12,6.51E-13,1.15E-12,1.57E-08,1.46E-11,4.81E-11
6989.53,5.87E-11,4.82E-13,2.49E-11,3.31E-12,7.61E-11,1.22E-09,5.63E-09,1.25E-10,7.19E-11,5.20E-12,7.17E-13,1.13E-12,1.57E-08,1.45E-11,4.91E-11
6992.62,5.91E-11,4.89E-13,2.52E-11,3.22E-12,7.67E-11,1.22E-09,5.63E-09,1.25E-10,7.15E-11,5.09E-12,6.91E-13,1.10E-12,1.57E-08,1.47E-11,4.85E-11
6995.73,5.89E-11,5.06E-13,2.46E-11,3.23E-12,7.64E-11,1.22E-09,5.64E-09,1.26E-10,7.19E-11,5.24E-12,6.66E-13,1.14E-12,1.57E-08,1.48E-11,4.85E-11
6998.83,5.86E-11,4.89E-13,2.50E-11,3.20E-12,7.67E-11,1.22E-09,5.63E-09,1.25E-10,7.16E-11,5.32E-12,6.90E-13,1.11E-12,1.57E-08,1.48E-11,4.91E-11
7001.94,5.85E-11,5.09E-13,2.45E-11,3.19E-12,7.63E-11,1.22E-09,5.64E-09,1.25E-10,7.18E-11,5.26E-12,7.41E-13,1.15E-12,1.57E-08,1.47E-11,4.88E-11
7005.03,5.91E-11,4.92E-13,2.52E-11,3.16E-12,7.68E-11,1.22E-09,5.63E-09,1.26E-10,7.18E-11,5.35E-12,6.99E-13,1.14E-12,1.57E-08,1.48E-11,4.84E-11
7008.12,5.85E-11,5.02E-13,2.51E-11,3.23E-12,7.62E-11,1.22E-09,5.64E-09,1.25E-10,7.20E-11,5.30E-12,6.78E-13,1.16E-12,1.57E-08,1.47E-11,4.84E-11
7011.22,5.92E-11,4.89E-13,2.51E-11,3.07E-12,7.65E-11,1.22E-09,5.63E-09,1.25E-10,7.14E-11,5.14E-12,6.75E-13,1.14E-12,1.57E-08,1.45E-11,4.84E-11
7014.31,5.89E-11,4.87E-13,2.49E-11,3.27E-12,7.60E-11,1.22E-09,5.63E-09,1.26E-10,7.18E-11,5.15E-12,7.23E-13,1.12E-12,1.57E-08,1.47E-11,4.89E-11
7017.47,5.92E-11,5.00E-13,2.50E-11,3.15E-12,7.65E-11,1.22E-09,5.63E-09,1.26E-10,7.18E-11,5.23E-12,6.99E-13,1.16E-12,1.57E-08,1.46E-11,4.85E-11
7020.62,5.86E-11,4.82E-13,2.53E-11,3.25E-12,7.62E-11,1.22E-09,5.63E-09,1.25E-10,7.21E-11,5.34E-12,7.22E-13,1.15E-12,1.57E-08,1.46E-11,4.83E-11
7023.72,5.88E-11,4.94E-13,2.50E-11,3.16E-12,7.60E-11,1.22E-09,5.64E-09,1.25E-10,7.19E-11,5.25E-12,7.00E-13,1.10E-12,1.57E-08,1.47E-11,4.89E-11
7026.81,5.79E-11,4.89E-13,2.52E-11,3.33E-12,7.62E-11,1.22E-09,5.64E-09,1.26E-10,7.24E-11,5.16E-12,7.08E-13,1.13E-12,1.57E-08,1.45E-11,4.87E-11
7029.91,5.88E-11,4.68E-13,2.50E-11,3.20E-12,7.61E-11,1.22E-09,5.64E-09,1.26E-10,7.15E-11,5.25E-12,7.25E-13,1.15E-12,1.57E-08,1.46E-11,4.84E-11
7033,5.84E-11,5.03E-13,2.50E-11,3.17E-12,7.67E-11,1.22E-09,5.63E-09,1.25E-10,7.19E-11,5.23E-12,6.96E-13,1.11E-12,1.57E-08,1.46E-11,4.93E-11
7036.09,5.86E-11,4.82E-13,2.50E-11,3.30E-12,7.64E-11,1.22E-09,5.64E-09,1.25E-10,7.18E-11,5.28E-12,6.98E-13,1.20E-12,1.57E-08,1.45E-11,4.80E-11
7039.2,5.88E-11,4.85E-13,2.48E-11,3.12E-12,7.67E-11,1.22E-09,5.64E-09,1.26E-10,7.19E-11,5.19E-12,6.93E-13,1.14E-12,1.57E-08,1.48E-11,4.86E-11
7042.28,5.84E-11,4.95E-13,2.51E-11,3.26E-12,7.65E-11,1.22E-09,5.64E-09,1.26E-10,7.20E-11,5.27E-12,7.04E-13,1.14E-12,1.57E-08,1.44E-11,4.85E-11
7045.44,5.86E-11,4.79E-13,2.51E-11,3.25E-12,7.65E-11,1.22E-09,5.64E-09,1.26E-10,7.17E-11,5.28E-12,7.00E-13,1.15E-12,1.57E-08,1.45E-11,4.83E-11
7048.53,5.88E-11,5.05E-13,2.52E-11,3.15E-12,7.65E-11,1.22E-09,5.63E-09,1.26E-10,7.20E-11,5.23E-12,7.33E-13,1.16E-12,1.57E-08,1.44E-11,4.86E-11
7051.7,5.85E-11,4.85E-13,2.50E-11,3.28E-12,7.58E-11,1.22E-09,5.64E-09,1.26E-10,7.19E-11,5.31E-12,7.04E-13,1.11E-12,1.57E-08,1.45E-11,4.88E-11
7054.78,5.87E-11,4.94E-13,2.49E-11,3.33E-12,7.64E-11,1.22E-09,5.64E-09,1.26E-10,7.17E-11,5.16E-12,7.30E-13,1.13E-12,1.57E-08,1.47E-11,4.89E-11
7057.87,5.80E-11,5.04E-13,2.51E-11,3.25E-12,7.59E-11,1.23E-09,5.64E-09,1.25E-10,7.18E-11,5.23E-12,7.15E-13,1.16E-12,1.57E-08,1.46E-11,4.86E-11
7060.97,5.82E-11,4.89E-13,2.49E-11,3.30E-12,7.59E-11,1.22E-09,5.64E-09,1.25E-10,7.19E-11,5.19E-12,7.07E-13,1.16E-12,1.57E-08,1.44E-11,4.89E-11
7064.05,5.92E-11,5.02E-13,2.52E-11,3.33E-12,7.66E-11,1.22E-09,5.64E-09,1.26E-10,7.16E-11,5.22E-12,6.78E-13,1.17E-12,1.57E-08,1.43E-11,4.89E-11
7067.16,5.85E-11,4.96E-13,2.47E-11,3.20E-12,7.69E-11,1.22E-09,5.64E-09,1.25E-10,7.23E-11,5.16E-12,7.37E-13,1.16E-12,1.57E-08,1.47E-11,4.85E-11
7070.23,5.83E-11,5.02E-13,2.50E-11,3.25E-12,7.64E-11,1.23E-09,5.64E-09,1.26E-10,7.20E-11,5.17E-12,7.17E-13,1.15E-12,1.57E-08,1.45E-11,4.84E-11
7073.33,5.91E-11,4.94E-13,2.50E-11,3.30E-12,7.65E-11,1.22E-09,5.64E-09,1.25E-10,7.18E-11,5.24E-12,7.06E-13,1.21E-12,1.57E-08,1.46E-11,4.88E-11
7076.44,5.89E-11,5.01E-13,2.53E-11,3.18E-12,7.59E-11,1.22E-09,5.64E-09,1.25E-10,7.17E-11,5.33E-12,6.71E-13,1.17E-12,1.57E-08,1.46E-11,4.86E-11
7079.53,5.88E-11,4.97E-13,2.47E-11,3.18E-12,7.66E-11,1.22E-09,5.64E-09,1.26E-10,7.16E-11,5.16E-12,7.00E-13,1.14E-12,1.57E-08,1.45E-11,4.90E-11
7082.62,5.83E-11,4.79E-13,2.51E-11,3.27E-12,7.63E-11,1.22E-09,5.64E-09,1.25E-10,7.21E-11,5.12E-12,6.86E-13,1.20E-12,1.57E-08,1.44E-11,4.83E-11
7085.72,5.87E-11,4.95E-13,2.51E-11,3.13E-12,7.64E-11,1.22E-09,5.64E-09,1.25E-10,7.16E-11,5.27E-12,6.87E-13,1.16E-12,1.57E-08,1.45E-11,4.87E-11
7088.81,5.92E-11,4.86E-13,2.53E-11,3.21E-12,7.66E-11,1.22E-09,5.64E-09,1.26E-10,7.17E-11,5.18E-12,7.17E-13,1.13E-12,1.57E-08,1.47E-11,4.87E-11
7091.91,5.85E-11,4.91E-13,2.53E-11,3.14E-12,7.59E-11,1.23E-09,5.64E-09,1.26E-10,7.18E-11,5.24E-12,6.98E-13,1.20E-12,1.57E-08,1.44E-11,4.84E-11
7095.02,5.77E-11,4.99E-13,2.51E-11,3.25E-12,7.62E-11,1.22E-09,5.64E-09,1.26E-10,7.22E-11,5.17E-12,6.75E-13,1.09E-12,1.57E-08,1.45E-11,4.88E-11
7098.11,5.79E-11,4.89E-13,2.52E-11,3.29E-12,7.60E-11,1.23E-09,5.64E-09,1.26E-10,7.17E-11,5.20E-12,6.84E-13,1.16E-12,1.57E-08,1.44E-11,4.87E-11
7101.19,5.84E-11,4.91E-13,2.51E-11,3.17E-12,7.58E-11,1.23E-09,5.64E-09,1.26E-10,7.19E-11,5.23E-12,7.08E-13,1.15E-12,1.57E-08,1.45E-11,4.87E-11
7104.28,5.86E-11,5.00E-13,2.53E-11,3.20E-12,7.60E-11,1.22E-09,5.64E-09,1.25E-10,7.21E-11,5.21E-12,6.60E-13,1.12E-12,1.57E-08,1.44E-11,4.85E-11
7107.37,5.84E-11,5.01E-13,2.52E-11,3.33E-12,7.61E-11,1.22E-09,5.64E-09,1.26E-10,7.15E-11,5.29E-12,6.91E-13,1.14E-12,1.57E-08,1.46E-11,4.88E-11
7110.47,5.81E-11,5.10E-13,2.51E-11,3.24E-12,7.62E-11,1.22E-09,5.64E-09,1.26E-10,7.18E-11,5.22E-12,7.18E-13,1.14E-12,1.57E-08,1.46E-11,4.88E-11
7113.56,5.83E-11,4.89E-13,2.53E-11,3.21E-12,7.58E-11,1.22E-09,5.64E-09,1.26E-10,7.20E-11,5.14E-12,6.98E-13,1.16E-12,1.57E-08,1.46E-11,4.86E-11
7116.66,5.88E-11,5.03E-13,2.52E-11,3.28E-12,7.61E-11,1.22E-09,5.64E-09,1.26E-10,7.19E-11,5.25E-12,7.14E-13,1.16E-12,1.57E-08,1.45E-11,4.91E-11
7119.77,5.81E-11,5.17E-13,2.52E-11,3.23E-12,7.63E-11,1.23E-09,5.65E-09,1.26E-10,7.20E-11,5.26E-12,7.06E-13,1.15E-12,1.57E-08,1.44E-11,4.87E-11
7122.86,5.83E-11,4.77E-13,2.50E-11,3.20E-12,7.64E-11,1.22E-09,5.64E-09,1.26E-10,7.19E-11,5.26E-12,6.92E-13,1.12E-12,1.57E-08,1.44E-11,4.91E-11
7125.98,5.83E-11,5.02E-13,2.47E-11,3.31E-12,7.60E-11,1.23E-09,5.64E-09,1.26E-10,7.20E-11,5.31E-12,7.24E-13,1.13E-12,1.57E-08,1.46E-11,4.87E-11
7129.2,5.81E-11,4.92E-13,2.52E-11,3.07E-12,7.58E-11,1.22E-09,5.64E-09,1.25E-10,7.20E-11,5.20E-12,6.83E-13,1.15E-12,1.57E-08,1.44E-11,4.87E-11
7132.3,5.77E-11,4.84E-13,2.50E-11,3.14E-12,7.59E-11,1.22E-09,5.64E-09,1.25E-10,7.23E-11,5.29E-12,6.99E-13,1.18E-12,1.57E-08,1.43E-11,4.85E-11
7135.39,5.88E-11,5.01E-13,2.49E-11,3.21E-12,7.60E-11,1.22E-09,5.64E-09,1.25E-10,7.19E-11,5.29E-12,6.99E-13,1.18E-12,1.57E-08,1.44E-11,4.90E-11
7138.5,5.85E-11,5.10E-13,2.48E-11,3.23E-12,7.61E-11,1.22E-09,5.64E-09,1.25E-10,7.20E-11,5.15E-12,6.92E-13,1.15E-12,1.57E-08,1.44E-11,4.88E-11
7141.58,5.81E-11,5.05E-13,2.51E-11,3.14E-12,7.57E-11,1.23E-09,5.64E-09,1.25E-10,7.21E-11,5.37E-12,6.89E-13,1.12E-12,1.57E-08,1.45E-11,4.83E-11
7144.67,5.79E-11,4.98E-13,2.52E-11,3.29E-12,7.62E-11,1.22E-09,5.64E-09,1.26E-10,7.19E-11,5.24E-12,6.71E-13,1.10E-12,1.57E-08,1.45E-11,4.92E-11
7147.77,5.83E-11,4.82E-13,2.50E-11,3.20E-12,7.60E-11,1.22E-09,5.65E-09,1.25E-10,7.20E-11,5.03E-12,6.59E-13,1.14E-12,1.57E-08,1.45E-11,4.91E-11
7150.84,5.81E-11,4.91E-13,2.47E-11,3.16E-12,7.62E-11,1.23E-09,5.64E-09,1.26E-10,7.26E-11,5.35E-12,6.74E-13,1.15E-12,1.57E-08,1.45E-11,4.86E-11
7154.02,5.82E-11,5.07E-13,2.46E-11,3.17E-12,7.66E-11,1.22E-09,5.64E-09,1.25E-10,7.14E-11,5.21E-12,7.20E-13,1.11E-12,1.57E-08,1.45E-11,4.88E-11
7157.12,5.83E-11,4.97E-13,2.47E-11,3.08E-12,7.60E-11,1.22E-09,5.65E-09,1.26E-10,7.19E-11,5.25E-12,7.29E-13,1.22E-12,1.58E-08,1.44E-11,4.86E-11
7160.22,5.82E-11,5.12E-13,2.51E-11,3.21E-12,7.60E-11,1.22E-09,5.64E-09,1.26E-10,7.16E-11,5.24E-12,6.76E-13,1.16E-12,1.57E-08,1.44E-11,4.90E-11
7163.31,5.83E-11,4.96E-13,2.53E-11,3.16E-12,7.64E-11,1.23E-09,5.64E-09,1.25E-10,7.19E-11,5.19E-12,6.82E-13,1.11E-12,1.57E-08,1.47E-11,4.87E-11
7166.39,5.86E-11,4.85E-13,2.52E-11,3.15E-12,7.59E-11,1.23E-09,5.65E-09,1.25E-10,7.18E-11,5.19E-12,6.75E-13,1.17E-12,1.57E-08,1.44E-11,4.86E-11
7169.52,5.83E-11,4.94E-13,2.50E-11,3.17E-12,7.57E-11,1.23E-09,5.65E-09,1.26E-10,7.19E-11,5.28E-12,6.72E-13,1.12E-12,1.57E-08,1.47E-11,4.85E-11
7172.67,5.89E-11,4.77E-13,2.54E-11,3.26E-12,7.60E-11,1.23E-09,5.65E-09,1.26E-10,7.18E-11,5.27E-12,6.93E-13,1.17E-12,1.57E-08,1.42E-11,4.89E-11
7175.77,5.81E-11,5.05E-13,2.49E-11,3.20E-12,7.60E-11,1.23E-09,5.65E-09,1.26E-10,7.18E-11,5.35E-12,7.26E-13,1.14E-12,1.57E-08,1.48E-11,4.89E-11
7178.86,5.77E-11,4.88E-13,2.52E-11,3.22E-12,7.60E-11,1.22E-09,5.64E-09,1.26E-10,7.20E-11,5.30E-12,6.81E-13,1.16E-12,1.57E-08,1.44E-11,4.84E-11
7181.94,5.78E-11,4.85E-13,2.47E-11,3.24E-12,7.65E-11,1.22E-09,5.65E-09,1.26E-10,7.19E-11,5.47E-12,7.01E-13,1.18E-12,1.57E-08,1.42E-11,4.86E-11
7185.05,5.82E-11,5.02E-13,2.50E-11,3.20E-12,7.59E-11,1.23E-09,5.65E-09,1.26E-10,7.19E-11,5.32E-12,7.23E-13,1.21E-12,1.58E-08,1.43E-11,4.86E-11
7188.14,5.78E-11,5.15E-13,2.51E-11,3.17E-12,7.60E-11,1.23E-09,5.65E-09,1.25E-10,7.20E-11,5.34E-12,7.05E-13,1.15E-12,1.57E-08,1.43E-11,4.92E-11
7191.23,5.75E-11,4.80E-13,2.48E-11,3.21E-12,7.58E-11,1.23E-09,5.65E-09,1.26E-10,7.22E-11,5.31E-12,6.88E-13,1.18E-12,1.57E-08,1.46E-11,4.93E-11
7194.34,5.84E-11,4.99E-13,2.49E-11,3.15E-12,7.58E-11,1.23E-09,5.65E-09,1.26E-10,7.16E-11,5.22E-12,6.95E-13,1.20E-12,1.57E-08,1.42E-11,4.89E-11
7197.44,5.80E-11,5.04E-13,2.49E-11,3.27E-12,7.63E-11,1.23E-09,5.64E-09,1.26E-10,7.24E-11,5.35E-12,6.85E-13,1.12E-12,1.57E-08,1.44E-11,4.90E-11
7200.53,5.82E-11,4.94E-13,2.50E-11,3.22E-12,7.61E-11,1.23E-09,5.65E-09,1.25E-10,7.18E-11,5.34E-12,6.95E-13,1.13E-12,1.57E-08,1.43E-11,4.85E-11
7203.62,5.84E-11,4.81E-13,2.50E-11,3.25E-12,7.64E-11,1.23E-09,5.65E-09,1.26E-10,7.19E-11,5.27E-12,7.25E-13,1.14E-12,1.57E-08,1.45E-11,4.86E-11
7206.72,5.81E-11,4.96E-13,2.50E-11,3.15E-12,7.58E-11,1.22E-09,5.65E-09,1.26E-10,7.22E-11,5.18E-12,6.83E-13,1.15E-12,1.57E-08,1.45E-11,4.89E-11
7209.81,5.77E-11,4.94E-13,2.53E-11,3.19E-12,7.57E-11,1.23E-09,5.65E-09,1.26E-10,7.18E-11,5.20E-12,6.88E-13,1.14E-12,1.57E-08,1.42E-11,4.87E-11
7212.92,5.80E-11,4.95E-13,2.49E-11,3.21E-12,7.62E-11,1.23E-09,5.65E-09,1.26E-10,7.18E-11,5.28E-12,6.76E-13,1.15E-12,1.57E-08,1.42E-11,4.92E-11
7216.03,5.81E-11,4.91E-13,2.49E-11,3.28E-12,7.61E-11,1.22E-09,5.65E-09,1.26E-10,7.19E-11,5.22E-12,6.71E-13,1.16E-12,1.57E-08,1.44E-11,4.85E-11
7219.11,5.89E-11,5.00E-13,2.52E-11,3.12E-12,7.63E-11,1.22E-09,5.65E-09,1.25E-10,7.18E-11,5.26E-12,6.70E-13,1.16E-12,1.57E-08,1.41E-11,4.86E-11
7222.22,5.86E-11,4.77E-13,2.50E-11,3.20E-12,7.57E-11,1.23E-09,5.65E-09,1.26E-10,7.18E-11,5.20E-12,6.97E-13,1.15E-12,1.57E-08,1.45E-11,4.89E-11
7225.31,5.84E-11,4.92E-13,2.51E-11,3.20E-12,7.58E-11,1.23E-09,5.65E-09,1.26E-10,7.21E-11,5.33E-12,7.01E-13,1.19E-12,1.57E-08,1.42E-11,4.90E-11
7228.41,5.76E-11,4.89E-13,2.49E-11,3.16E-12,7.61E-11,1.23E-09,5.65E-09,1.26E-10,7.22E-11,5.40E-12,6.63E-13,1.13E-12,1.57E-08,1.43E-11,4.90E-11
7231.56,5.82E-11,4.85E-13,2.50E-11,3.18E-12,7.64E-11,1.23E-09,5.65E-09,1.26E-10,7.11E-11,5.32E-12,6.68E-13,1.10E-12,1.57E-08,1.43E-11,4.88E-11
7234.67,5.76E-11,5.06E-13,2.47E-11,3.13E-12,7.61E-11,1.23E-09,5.65E-09,1.25E-10,7.18E-11,5.31E-12,6.62E-13,1.13E-12,1.57E-08,1.47E-11,4.87E-11
7237.77,5.73E-11,4.87E-13,2.47E-11,3.20E-12,7.59E-11,1.23E-09,5.65E-09,1.26E-10,7.20E-11,5.20E-12,6.87E-13,1.21E-12,1.57E-08,1.44E-11,4.87E-11
7240.84,5.85E-11,4.76E-13,2.50E-11,3.25E-12,7.58E-11,1.23E-09,5.65E-09,1.26E-10,7.18E-11,5.18E-12,6.95E-13,1.12E-12,1.57E-08,1.40E-11,4.88E-11
7243.94,5.81E-11,4.88E-13,2.49E-11,3.21E-12,7.57E-11,1.23E-09,5.65E-09,1.25E-10,7.21E-11,5.18E-12,7.11E-13,1.13E-12,1.57E-08,1.44E-11,4.93E-11
7247.03,5.77E-11,4.97E-13,2.49E-11,3.24E-12,7.56E-11,1.23E-09,5.65E-09,1.26E-10,7.17E-11,5.27E-12,7.13E-13,1.19E-12,1.57E-08,1.43E-11,4.86E-11
7250.14,5.84E-11,4.91E-13,2.53E-11,3.17E-12,7.57E-11,1.23E-09,5.65E-09,1.25E-10,7.17E-11,5.20E-12,7.36E-13,1.09E-12,1.57E-08,1.42E-11,4.87E-11
7253.22,5.78E-11,4.86E-13,2.51E-11,3.25E-12,7.57E-11,1.23E-09,5.65E-09,1.26E-10,7.17E-11,5.23E-12,6.47E-13,1.15E-12,1.57E-08,1.43E-11,4.93E-11
7256.31,5.75E-11,4.97E-13,2.53E-11,3.06E-12,7.59E-11,1.23E-09,5.65E-09,1.25E-10,7.17E-11,5.24E-12,6.92E-13,1.15E-12,1.57E-08,1.43E-11,4.84E-11
7259.41,5.78E-11,4.78E-13,2.49E-11,3.21E-12,7.59E-11,1.23E-09,5.65E-09,1.26E-10,7.19E-11,5.27E-12,6.91E-13,1.13E-12,1.57E-08,1.45E-11,4.87E-11
7262.5,5.73E-11,4.96E-13,2.51E-11,3.22E-12,7.59E-11,1.22E-09,5.65E-09,1.26E-10,7.18E-11,5.25E-12,6.92E-13,1.16E-12,1.57E-08,1.43E-11,4.90E-11
7265.59,5.84E-11,4.87E-13,2.47E-11,3.13E-12,7.61E-11,1.23E-09,5.65E-09,1.26E-10,7.14E-11,5.22E-12,7.05E-13,1.19E-12,1.57E-08,1.44E-11,4.88E-11
7268.7,5.80E-11,4.74E-13,2.46E-11,3.11E-12,7.60E-11,1.23E-09,5.65E-09,1.26E-10,7.19E-11,5.15E-12,6.45E-13,1.16E-12,1.57E-08,1.45E-11,4.88E-11
7271.8,5.79E-11,4.97E-13,2.53E-11,3.23E-12,7.62E-11,1.23E-09,5.65E-09,1.25E-10,7.17E-11,5.19E-12,7.15E-13,1.11E-12,1.57E-08,1.42E-11,4.87E-11
7274.91,5.79E-11,4.89E-13,2.52E-11,3.13E-12,7.57E-11,1.22E-09,5.65E-09,1.26E-10,7.20E-11,5.21E-12,6.71E-13,1.22E-12,1.57E-08,1.41E-11,4.86E-11
7278,5.78E-11,4.95E-13,2.52E-11,3.20E-12,7.60E-11,1.23E-09,5.65E-09,1.26E-10,7.19E-11,5.16E-12,6.79E-13,1.16E-12,1.57E-08,1.42E-11,4.83E-11
7281.09,5.82E-11,4.98E-13,2.50E-11,3.15E-12,7.56E-11,1.23E-09,5.65E-09,1.25E-10,7.23E-11,5.26E-12,6.84E-13,1.11E-12,1.57E-08,1.41E-11,4.89E-11
7284.2,5.82E-11,5.01E-13,2.49E-11,3.19E-12,7.61E-11,1.23E-09,5.65E-09,1.26E-10,7.22E-11,5.36E-12,6.70E-13,1.11E-12,1.58E-08,1.44E-11,4.90E-11
7287.3,5.80E-11,4.79E-13,2.51E-11,3.26E-12,7.55E-11,1.23E-09,5.65E-09,1.26E-10,7.18E-11,5.18E-12,7.27E-13,1.19E-12,1.57E-08,1.42E-11,4.86E-11
7290.39,5.79E-11,4.93E-13,2.52E-11,3.26E-12,7.53E-11,1.23E-09,5.65E-09,1.25E-10,7.20E-11,5.33E-12,7.08E-13,1.21E-12,1.57E-08,1.42E-11,4.87E-11
7293.47,5.81E-11,5.03E-13,2.49E-11,3.20E-12,7.60E-11,1.23E-09,5.65E-09,1.26E-10,7.19E-11,5.45E-12,6.69E-13,1.15E-12,1.57E-08,1.41E-11,4.93E-11
7296.58,5.76E-11,4.84E-13,2.50E-11,3.22E-12,7.59E-11,1.23E-09,5.65E-09,1.26E-10,7.18E-11,5.33E-12,7.01E-13,1.15E-12,1.57E-08,1.43E-11,4.89E-11
