Ethylene,,,,,,,,,,,,,,,
Time,m12,m13,m14,m15,m16,m17,m21,m22,m24,m25,m26,m27,m28,m29,m30
3372.28,1.10E-11,4.65E-12,1.95E-11,6.12E-12,2.54E-11,8.32E-11,3.85E-12,2.32E-12,2.10E-12,2.29E-12,4.21E-12,5.81E-12,4.74E-10,7.08E-12,3.07E-12
3377.75,1.08E-11,4.55E-12,1.97E-11,6.20E-12,2.55E-11,8.17E-11,3.83E-12,2.31E-12,2.06E-12,2.30E-12,4.11E-12,5.58E-12,4.68E-10,6.88E-12,3.14E-12
3383.2,1.07E-11,4.51E-12,1.98E-11,6.22E-12,2.49E-11,8.17E-11,3.69E-12,2.23E-12,2.07E-12,2.34E-12,4.03E-12,5.46E-12,4.64E-10,6.76E-12,3.11E-12
3388.66,1.04E-11,4.42E-12,1.94E-11,5.90E-12,2.48E-11,8.07E-11,3.73E-12,2.28E-12,2.07E-12,2.25E-12,4.05E-12,5.41E-12,4.60E-10,6.83E-12,3.02E-12
3394.08,1.00E-11,4.66E-12,1.98E-11,6.01E-12,2.50E-11,7.96E-11,3.87E-12,2.31E-12,2.05E-12,2.28E-12,4.08E-12,5.55E-12,4.53E-10,6.81E-12,3.13E-12
3399.55,9.89E-12,4.49E-12,1.97E-11,5.88E-12,2.49E-11,7.92E-11,3.68E-12,2.35E-12,2.07E-12,2.29E-12,4.01E-12,5.53E-12,4.51E-10,6.69E-12,3.06E-12
3405.02,1.03E-11,4.43E-12,1.96E-11,5.84E-12,2.43E-11,7.87E-11,3.74E-12,2.28E-12,2.04E-12,2.32E-12,3.92E-12,5.48E-12,4.42E-10,6.52E-12,2.99E-12
3410.45,9.88E-12,4.60E-12,1.94E-11,5.85E-12,2.43E-11,7.81E-11,3.75E-12,2.36E-12,2.07E-12,2.24E-12,3.95E-12,5.38E-12,4.42E-10,6.85E-12,2.99E-12
3415.92,9.52E-12,4.56E-12,1.95E-11,5.89E-12,2.40E-11,7.69E-11,3.65E-12,2.27E-12,2.05E-12,2.25E-12,3.90E-12,5.33E-12,4.40E-10,6.48E-12,2.89E-12
3421.37,9.23E-12,4.52E-12,1.93E-11,5.75E-12,2.41E-11,7.75E-11,3.79E-12,2.26E-12,2.04E-12,2.25E-12,4.04E-12,5.32E-12,4.34E-10,6.44E-12,3.00E-12
3426.83,9.66E-12,4.44E-12,1.91E-11,5.91E-12,2.39E-11,7.58E-11,3.90E-12,2.26E-12,2.03E-12,2.30E-12,3.81E-12,5.40E-12,4.31E-10,6.41E-12,3.00E-12
3432.28,9.26E-12,4.49E-12,1.92E-11,5.87E-12,2.39E-11,7.66E-11,3.92E-12,2.28E-12,2.06E-12,2.25E-12,3.91E-12,5.17E-12,4.26E-10,6.45E-12,2.99E-12
3437.8,9.13E-12,4.43E-12,1.98E-11,5.81E-12,2.35E-11,7.63E-11,3.69E-12,2.29E-12,2.03E-12,2.28E-12,3.80E-12,5.24E-12,4.24E-10,6.44E-12,2.99E-12
3443.25,9.27E-12,4.56E-12,1.94E-11,5.58E-12,2.42E-11,7.47E-11,3.74E-12,2.37E-12,2.09E-12,2.24E-12,3.93E-12,5.38E-12,4.19E-10,6.28E-12,2.95E-12
3448.7,8.64E-12,4.48E-12,1.91E-11,5.82E-12,2.31E-11,7.56E-11,3.86E-12,2.27E-12,2.05E-12,2.24E-12,3.72E-12,5.14E-12,4.17E-10,6.23E-12,2.96E-12
3454.19,9.09E-12,4.56E-12,1.93E-11,5.79E-12,2.38E-11,7.46E-11,3.80E-12,2.30E-12,2.04E-12,2.15E-12,3.79E-12,5.03E-12,4.13E-10,6.18E-12,2.84E-12
3459.73,8.34E-12,4.55E-12,1.89E-11,5.63E-12,2.35E-11,7.52E-11,3.86E-12,2.31E-12,2.10E-12,2.24E-12,3.78E-12,5.11E-12,4.09E-10,6.15E-12,3.08E-12
3465.19,8.96E-12,4.36E-12,1.92E-11,5.73E-12,2.33E-11,7.44E-11,3.75E-12,2.34E-12,2.06E-12,2.20E-12,3.82E-12,5.04E-12,4.06E-10,6.28E-12,2.94E-12
3470.62,1.41E-11,2.16E-11,8.60E-11,1.53E-11,2.88E-11,7.54E-11,3.86E-12,2.39E-12,4.45E-10,1.63E-09,1.17E-08,1.41E-08,2.56E-08,5.73E-10,8.67E-12
3476.06,9.13E-10,1.60E-09,3.56E-09,3.64E-10,1.01E-10,1.33E-10,3.73E-12,2.71E-12,2.71E-09,8.36E-09,5.23E-08,5.39E-08,8.94E-08,1.81E-09,1.85E-11
3480.81,1.54E-09,2.62E-09,5.59E-09,5.57E-10,1.38E-10,2.15E-10,3.47E-12,2.84E-12,3.55E-09,1.10E-08,6.70E-08,6.85E-08,1.11E-07,2.26E-09,2.25E-11
3485.2,1.75E-09,2.95E-09,6.24E-09,6.23E-10,1.54E-10,2.69E-10,3.51E-12,3.08E-12,3.84E-09,1.18E-08,7.19E-08,7.33E-08,1.19E-07,2.41E-09,2.45E-11
3489.64,1.81E-09,3.05E-09,6.43E-09,6.43E-10,1.63E-10,3.01E-10,3.29E-12,2.98E-12,3.93E-09,1.21E-08,7.35E-08,7.49E-08,1.21E-07,2.46E-09,2.50E-11
3494.05,1.83E-09,3.09E-09,6.49E-09,6.53E-10,1.65E-10,3.18E-10,3.39E-12,2.88E-12,3.95E-09,1.21E-08,7.39E-08,7.53E-08,1.22E-07,2.48E-09,2.52E-11
3498.44,1.83E-09,3.09E-09,6.51E-09,6.59E-10,1.68E-10,3.28E-10,3.43E-12,2.97E-12,3.95E-09,1.22E-08,7.40E-08,7.54E-08,1.22E-07,2.48E-09,2.55E-11
3502.83,1.83E-09,3.10E-09,6.50E-09,6.60E-10,1.70E-10,3.35E-10,3.52E-12,2.89E-12,3.95E-09,1.21E-08,7.38E-08,7.50E-08,1.21E-07,2.46E-09,2.53E-11
3507.19,1.59E-09,2.63E-09,5.40E-09,5.46E-10,1.44E-10,3.19E-10,3.65E-12,2.81E-12,2.68E-09,7.97E-09,4.78E-08,4.73E-08,7.49E-08,1.48E-09,1.70E-11
3511.58,7.59E-10,1.22E-09,2.46E-09,2.56E-10,8.89E-11,2.48E-10,3.77E-12,2.65E-12,1.08E-09,3.20E-09,1.89E-08,1.86E-08,2.96E-08,5.85E-10,8.78E-12
3516.09,2.93E-10,4.55E-10,9.20E-10,1.03E-10,5.93E-11,1.90E-10,3.83E-12,2.47E-12,4.02E-10,1.17E-09,6.76E-09,6.66E-09,1.11E-08,2.17E-10,6.79E-12
3520.56,1.18E-10,1.69E-10,3.51E-10,4.69E-11,4.66E-11,1.58E-10,4.00E-12,2.50E-12,1.46E-10,4.30E-10,2.48E-09,2.43E-09,4.45E-09,8.54E-11,5.02E-12
3525.17,5.45E-11,6.34E-11,1.36E-10,2.33E-11,4.12E-11,1.38E-10,3.89E-12,2.45E-12,5.13E-11,1.49E-10,8.52E-10,8.39E-10,1.97E-09,3.60E-11,4.53E-12
3530.06,3.05E-11,2.48E-11,6.18E-11,1.51E-11,3.72E-11,1.26E-10,3.77E-12,2.39E-12,1.90E-11,5.36E-11,3.03E-10,2.99E-10,1.12E-09,1.86E-11,4.29E-12
3535.06,2.24E-11,1.16E-11,3.74E-11,1.19E-11,3.50E-11,1.18E-10,3.83E-12,2.51E-12,8.68E-12,2.11E-11,1.15E-10,1.15E-10,8.28E-10,1.20E-11,4.20E-12
3540.09,1.93E-11,8.46E-12,2.79E-11,9.62E-12,3.35E-11,1.13E-10,3.82E-12,2.43E-12,4.91E-12,1.03E-11,5.27E-11,5.17E-11,7.20E-10,1.03E-11,4.13E-12
3545.22,1.76E-11,6.49E-12,2.42E-11,9.01E-12,3.19E-11,1.08E-10,3.90E-12,2.32E-12,3.74E-12,6.73E-12,2.94E-11,3.01E-11,6.75E-10,9.40E-12,3.89E-12
3550.42,1.67E-11,5.80E-12,2.39E-11,8.65E-12,3.11E-11,1.05E-10,3.79E-12,2.37E-12,3.01E-12,5.20E-12,1.98E-11,2.07E-11,6.48E-10,8.98E-12,3.77E-12
3555.67,1.60E-11,5.57E-12,2.29E-11,8.51E-12,3.02E-11,1.03E-10,3.92E-12,2.40E-12,2.74E-12,4.39E-12,1.52E-11,1.62E-11,6.33E-10,8.55E-12,3.60E-12
3560.86,1.58E-11,5.21E-12,2.28E-11,8.27E-12,2.95E-11,1.01E-10,3.92E-12,2.38E-12,2.66E-12,4.04E-12,1.23E-11,1.41E-11,6.17E-10,8.46E-12,3.70E-12
3566.23,1.55E-11,5.24E-12,2.23E-11,8.01E-12,2.92E-11,9.89E-11,3.90E-12,2.35E-12,2.48E-12,3.67E-12,1.08E-11,1.25E-11,6.02E-10,8.78E-12,3.50E-12
3571.64,1.52E-11,4.99E-12,2.16E-11,7.39E-12,2.82E-11,9.75E-11,3.81E-12,2.39E-12,2.43E-12,3.52E-12,9.49E-12,1.12E-11,5.93E-10,8.81E-12,3.38E-12
3576.98,1.43E-11,4.96E-12,2.17E-11,7.87E-12,2.84E-11,9.66E-11,3.76E-12,2.46E-12,2.38E-12,3.23E-12,9.32E-12,9.83E-12,5.84E-10,8.58E-12,3.46E-12
3582.34,1.44E-11,4.91E-12,2.13E-11,7.31E-12,2.75E-11,9.38E-11,3.86E-12,2.33E-12,2.31E-12,3.13E-12,8.64E-12,8.80E-12,5.73E-10,8.30E-12,3.50E-12
3587.7,1.39E-11,4.77E-12,2.16E-11,7.24E-12,2.73E-11,9.48E-11,3.84E-12,2.32E-12,2.35E-12,3.13E-12,7.73E-12,8.55E-12,5.59E-10,8.19E-12,3.51E-12
3593.12,1.36E-11,5.07E-12,2.14E-11,6.92E-12,2.69E-11,9.21E-11,3.84E-12,2.39E-12,2.26E-12,2.99E-12,7.36E-12,8.65E-12,5.53E-10,7.99E-12,3.52E-12
3598.47,1.33E-11,5.03E-12,2.08E-11,6.94E-12,2.66E-11,9.07E-11,3.83E-12,2.35E-12,2.21E-12,2.75E-12,6.82E-12,8.13E-12,5.46E-10,7.93E-12,3.28E-12
3603.92,1.32E-11,5.04E-12,2.10E-11,6.90E-12,2.66E-11,8.88E-11,3.88E-12,2.36E-12,2.22E-12,2.69E-12,6.37E-12,7.87E-12,5.36E-10,7.69E-12,3.30E-12
3609.36,1.25E-11,4.89E-12,2.07E-11,6.69E-12,2.67E-11,8.76E-11,3.82E-12,2.32E-12,2.15E-12,2.71E-12,6.19E-12,7.51E-12,5.28E-10,7.89E-12,3.21E-12
3614.78,1.26E-11,4.86E-12,2.06E-11,6.69E-12,2.60E-11,8.70E-11,3.87E-12,2.29E-12,2.18E-12,2.77E-12,6.08E-12,7.41E-12,5.21E-10,7.60E-12,3.19E-12
3620.25,1.22E-11,4.79E-12,2.08E-11,6.71E-12,2.55E-11,8.65E-11,3.95E-12,2.33E-12,2.19E-12,2.62E-12,5.72E-12,7.18E-12,5.16E-10,7.49E-12,3.18E-12
3625.69,1.19E-11,4.73E-12,2.01E-11,6.70E-12,2.52E-11,8.59E-11,3.85E-12,2.30E-12,2.18E-12,2.58E-12,5.54E-12,6.83E-12,5.09E-10,7.52E-12,3.01E-12
3631.16,1.18E-11,4.47E-12,2.02E-11,6.29E-12,2.49E-11,8.46E-11,3.73E-12,2.36E-12,2.11E-12,2.53E-12,5.53E-12,6.62E-12,5.02E-10,7.58E-12,3.18E-12
3636.58,1.14E-11,4.68E-12,1.98E-11,6.30E-12,2.51E-11,8.33E-11,3.84E-12,2.33E-12,2.12E-12,2.45E-12,5.30E-12,6.29E-12,4.97E-10,7.38E-12,3.23E-12
3642.05,1.14E-11,4.72E-12,2.00E-11,6.28E-12,2.47E-11,8.44E-11,3.83E-12,2.35E-12,2.14E-12,2.45E-12,5.00E-12,6.39E-12,4.93E-10,7.45E-12,3.06E-12
3647.52,1.17E-11,4.72E-12,1.99E-11,6.30E-12,2.52E-11,8.25E-11,3.89E-12,2.39E-12,2.13E-12,2.41E-12,4.97E-12,6.23E-12,4.82E-10,7.19E-12,3.13E-12
3652.98,1.10E-11,4.40E-12,1.92E-11,6.17E-12,2.46E-11,8.14E-11,3.85E-12,2.31E-12,2.06E-12,2.42E-12,4.85E-12,6.35E-12,4.82E-10,7.09E-12,3.04E-12
3658.41,1.12E-11,4.63E-12,1.99E-11,6.21E-12,2.46E-11,8.02E-11,3.79E-12,2.32E-12,2.13E-12,2.47E-12,4.73E-12,6.15E-12,4.76E-10,6.92E-12,3.09E-12
3663.89,1.08E-11,4.54E-12,2.00E-11,6.19E-12,2.46E-11,7.95E-11,3.80E-12,2.28E-12,2.13E-12,2.42E-12,4.61E-12,6.04E-12,4.67E-10,6.93E-12,3.04E-12
3669.36,1.07E-11,4.77E-12,1.98E-11,6.10E-12,2.45E-11,7.86E-11,3.83E-12,2.28E-12,2.09E-12,2.41E-12,4.63E-12,5.94E-12,4.66E-10,6.89E-12,3.09E-12
3674.83,1.03E-11,4.61E-12,1.96E-11,5.95E-12,2.41E-11,7.86E-11,3.87E-12,2.29E-12,2.14E-12,2.36E-12,4.50E-12,5.86E-12,4.62E-10,6.89E-12,3.09E-12
3680.27,1.03E-11,4.69E-12,1.97E-11,5.83E-12,2.42E-11,7.73E-11,3.84E-12,2.34E-12,2.13E-12,2.33E-12,4.52E-12,5.68E-12,4.54E-10,6.49E-12,3.12E-12
3685.73,1.01E-11,4.55E-12,1.94E-11,5.95E-12,2.40E-11,7.76E-11,3.94E-12,2.38E-12,2.11E-12,2.31E-12,4.51E-12,5.65E-12,4.51E-10,6.98E-12,3.14E-12
3691.17,1.00E-11,4.62E-12,1.92E-11,5.70E-12,2.38E-11,7.70E-11,3.85E-12,2.28E-12,2.12E-12,2.31E-12,4.35E-12,5.48E-12,4.46E-10,6.68E-12,3.00E-12
3696.66,9.85E-12,4.57E-12,1.93E-11,5.88E-12,2.39E-11,7.58E-11,3.84E-12,2.35E-12,2.08E-12,2.38E-12,4.12E-12,5.63E-12,4.44E-10,6.69E-12,3.06E-12
3702.12,9.31E-12,4.64E-12,1.93E-11,5.91E-12,2.34E-11,7.65E-11,3.99E-12,2.27E-12,2.07E-12,2.38E-12,4.23E-12,5.68E-12,4.38E-10,6.74E-12,3.04E-12
3707.59,9.62E-12,4.86E-12,1.93E-11,5.79E-12,2.33E-11,7.52E-11,3.88E-12,2.37E-12,2.04E-12,2.29E-12,4.20E-12,5.35E-12,4.32E-10,6.46E-12,2.97E-12
3713.06,8.82E-12,4.59E-12,1.94E-11,5.71E-12,2.30E-11,7.62E-11,3.84E-12,2.27E-12,2.13E-12,2.37E-12,4.12E-12,5.47E-12,4.30E-10,6.57E-12,2.93E-12
3718.52,9.04E-12,4.47E-12,1.93E-11,5.77E-12,2.32E-11,7.42E-11,3.66E-12,2.29E-12,2.05E-12,2.37E-12,4.23E-12,5.48E-12,4.27E-10,6.51E-12,2.98E-12
3723.98,8.85E-12,4.66E-12,1.91E-11,5.69E-12,2.31E-11,7.47E-11,3.73E-12,2.32E-12,2.03E-12,2.33E-12,4.10E-12,5.31E-12,4.24E-10,6.39E-12,2.94E-12
3729.44,9.15E-12,4.35E-12,1.92E-11,5.88E-12,2.29E-11,7.51E-11,3.89E-12,2.26E-12,2.06E-12,2.35E-12,4.14E-12,5.27E-12,4.22E-10,6.57E-12,2.97E-12
3734.98,9.14E-12,4.42E-12,1.97E-11,5.69E-12,2.32E-11,7.36E-11,3.90E-12,2.27E-12,2.04E-12,2.33E-12,4.13E-12,5.34E-12,4.17E-10,6.35E-12,2.95E-12
3740.44,8.83E-12,4.56E-12,1.91E-11,5.80E-12,2.28E-11,7.36E-11,3.89E-12,2.33E-12,2.05E-12,2.38E-12,3.96E-12,5.21E-12,4.15E-10,6.16E-12,2.80E-12
3745.91,8.38E-12,4.60E-12,1.92E-11,5.83E-12,2.33E-11,7.29E-11,3.83E-12,2.33E-12,2.03E-12,2.34E-12,4.08E-12,5.16E-12,4.08E-10,6.21E-12,2.98E-12
3751.34,8.82E-12,4.53E-12,1.89E-11,5.65E-12,2.29E-11,7.32E-11,3.86E-12,2.28E-12,2.04E-12,2.32E-12,3.91E-12,5.27E-12,4.05E-10,6.29E-12,2.97E-12
3756.8,7.99E-12,4.36E-12,1.89E-11,5.76E-12,2.29E-11,7.26E-11,3.96E-12,2.33E-12,2.03E-12,2.28E-12,3.89E-12,5.13E-12,4.05E-10,6.22E-12,2.92E-12
3762.25,8.72E-12,4.52E-12,1.92E-11,5.63E-12,2.24E-11,7.24E-11,3.87E-12,2.32E-12,2.01E-12,2.24E-12,4.02E-12,5.03E-12,4.02E-10,6.23E-12,2.89E-12
3767.73,8.93E-12,4.53E-12,1.83E-11,5.58E-12,2.29E-11,7.16E-11,3.77E-12,2.27E-12,2.07E-12,2.31E-12,3.82E-12,5.18E-12,3.99E-10,6.12E-12,2.85E-12
3773.17,8.88E-12,4.46E-12,1.91E-11,5.51E-12,2.26E-11,7.17E-11,3.69E-12,2.32E-12,2.04E-12,2.27E-12,3.84E-12,5.01E-12,3.96E-10,6.07E-12,2.88E-12
3778.77,8.32E-12,4.25E-12,1.89E-11,5.69E-12,2.30E-11,7.11E-11,3.81E-12,2.28E-12,2.04E-12,2.34E-12,3.82E-12,5.00E-12,3.95E-10,6.08E-12,2.99E-12
3784.36,8.68E-12,4.49E-12,1.91E-11,5.57E-12,2.24E-11,7.11E-11,3.79E-12,2.28E-12,2.04E-12,2.27E-12,3.92E-12,5.14E-12,3.92E-10,5.97E-12,2.92E-12
3789.94,8.47E-12,4.36E-12,1.92E-11,5.57E-12,2.23E-11,7.10E-11,3.90E-12,2.24E-12,2.02E-12,2.29E-12,3.85E-12,5.07E-12,3.89E-10,5.98E-12,2.81E-12
3795.47,8.44E-12,4.33E-12,1.87E-11,5.53E-12,2.22E-11,7.08E-11,3.81E-12,2.29E-12,2.05E-12,2.21E-12,3.95E-12,5.00E-12,3.86E-10,5.93E-12,2.85E-12
3800.94,8.58E-12,4.52E-12,1.86E-11,5.25E-12,2.23E-11,7.04E-11,3.80E-12,2.28E-12,2.04E-12,2.32E-12,3.77E-12,4.91E-12,3.85E-10,5.82E-12,2.84E-12
3806.42,8.73E-12,4.19E-12,1.90E-11,5.61E-12,2.21E-11,7.05E-11,3.76E-12,2.35E-12,2.04E-12,2.21E-12,3.83E-12,4.90E-12,3.81E-10,5.94E-12,2.85E-12
3811.98,8.51E-12,4.28E-12,1.87E-11,5.44E-12,2.21E-11,7.00E-11,3.78E-12,2.28E-12,2.03E-12,2.28E-12,3.71E-12,4.92E-12,3.79E-10,5.90E-12,2.81E-12
3817.56,8.40E-12,4.29E-12,1.85E-11,5.42E-12,2.20E-11,6.93E-11,3.91E-12,2.33E-12,2.06E-12,2.26E-12,3.75E-12,4.92E-12,3.77E-10,5.75E-12,2.88E-12
3823.09,8.38E-12,4.29E-12,1.88E-11,5.36E-12,2.11E-11,6.95E-11,3.92E-12,2.25E-12,2.00E-12,2.26E-12,3.67E-12,4.79E-12,3.75E-10,5.73E-12,2.73E-12
3828.61,8.29E-12,4.28E-12,1.86E-11,5.25E-12,2.17E-11,6.91E-11,3.74E-12,2.28E-12,2.06E-12,2.28E-12,3.70E-12,5.05E-12,3.72E-10,5.72E-12,2.80E-12
3834.08,7.97E-12,4.25E-12,1.90E-11,5.43E-12,2.14E-11,6.88E-11,3.80E-12,2.24E-12,2.04E-12,2.26E-12,3.71E-12,4.75E-12,3.71E-10,5.80E-12,2.79E-12
3839.59,8.03E-12,4.39E-12,1.83E-11,5.27E-12,2.16E-11,6.75E-11,3.92E-12,2.28E-12,2.04E-12,2.21E-12,3.68E-12,4.60E-12,3.68E-10,5.70E-12,2.71E-12
3845.09,7.84E-12,4.29E-12,1.87E-11,5.23E-12,2.19E-11,6.78E-11,3.88E-12,2.18E-12,2.04E-12,2.24E-12,3.72E-12,4.98E-12,3.65E-10,5.69E-12,2.74E-12
3850.61,7.80E-12,4.40E-12,1.84E-11,5.05E-12,2.16E-11,6.79E-11,3.91E-12,2.25E-12,2.09E-12,2.34E-12,3.70E-12,4.83E-12,3.64E-10,5.83E-12,2.83E-12
3856.12,7.99E-12,4.34E-12,1.89E-11,5.47E-12,2.14E-11,6.71E-11,3.74E-12,2.22E-12,1.95E-12,2.28E-12,3.60E-12,4.65E-12,3.63E-10,5.70E-12,2.89E-12
3861.59,7.72E-12,4.24E-12,1.81E-11,5.41E-12,2.12E-11,6.75E-11,3.81E-12,2.34E-12,2.00E-12,2.20E-12,3.72E-12,4.65E-12,3.61E-10,5.83E-12,2.76E-12
3867.05,7.76E-12,4.15E-12,1.83E-11,5.28E-12,2.14E-11,6.79E-11,3.80E-12,2.35E-12,2.04E-12,2.24E-12,3.71E-12,4.72E-12,3.59E-10,5.67E-12,2.82E-12
3872.52,7.53E-12,4.34E-12,1.86E-11,5.14E-12,2.17E-11,6.69E-11,3.72E-12,2.23E-12,2.02E-12,2.20E-12,3.58E-12,4.61E-12,3.58E-10,5.51E-12,2.70E-12
3878.02,7.59E-12,4.28E-12,1.83E-11,5.46E-12,2.14E-11,6.63E-11,3.80E-12,2.25E-12,2.04E-12,2.21E-12,3.59E-12,4.67E-12,3.56E-10,5.85E-12,2.81E-12
3883.48,7.91E-12,4.42E-12,1.82E-11,5.22E-12,2.13E-11,6.67E-11,3.64E-12,2.27E-12,2.00E-12,2.16E-12,3.50E-12,4.76E-12,3.56E-10,5.78E-12,2.78E-12
3888.97,7.81E-12,4.51E-12,1.82E-11,5.24E-12,2.15E-11,6.67E-11,3.85E-12,2.30E-12,2.02E-12,2.23E-12,3.57E-12,4.66E-12,3.54E-10,5.47E-12,2.78E-12
3894.47,7.31E-12,4.32E-12,1.84E-11,5.24E-12,2.12E-11,6.71E-11,3.88E-12,2.24E-12,2.00E-12,2.20E-12,3.56E-12,4.68E-12,3.50E-10,5.49E-12,2.73E-12
3899.98,7.34E-12,4.31E-12,1.85E-11,5.25E-12,2.13E-11,6.68E-11,3.86E-12,2.27E-12,2.03E-12,2.17E-12,3.64E-12,4.50E-12,3.48E-10,5.50E-12,2.76E-12
3905.45,7.20E-12,4.45E-12,1.82E-11,5.24E-12,2.16E-11,6.65E-11,3.82E-12,2.31E-12,2.03E-12,2.29E-12,3.62E-12,4.67E-12,3.47E-10,5.56E-12,2.81E-12
3910.92,7.18E-12,4.48E-12,1.84E-11,5.24E-12,2.11E-11,6.62E-11,3.78E-12,2.27E-12,2.01E-12,2.20E-12,3.62E-12,4.50E-12,3.49E-10,5.56E-12,2.67E-12
3916.41,7.20E-12,4.27E-12,1.84E-11,4.94E-12,2.08E-11,6.62E-11,3.83E-12,2.28E-12,2.00E-12,2.21E-12,3.58E-12,4.60E-12,3.45E-10,5.52E-12,2.71E-12
3921.89,7.15E-12,4.32E-12,1.86E-11,5.07E-12,2.13E-11,6.67E-11,3.93E-12,2.23E-12,2.01E-12,2.20E-12,3.63E-12,4.57E-12,3.46E-10,5.37E-12,2.76E-12
3927.36,7.11E-12,4.20E-12,1.86E-11,5.05E-12,2.10E-11,6.59E-11,3.81E-12,2.24E-12,2.01E-12,2.26E-12,3.55E-12,4.47E-12,3.42E-10,5.54E-12,2.66E-12
3932.86,7.03E-12,4.28E-12,1.82E-11,5.23E-12,2.12E-11,6.56E-11,4.03E-12,2.34E-12,2.00E-12,2.23E-12,3.42E-12,4.46E-12,3.40E-10,5.52E-12,2.73E-12
3938.34,6.97E-12,4.33E-12,1.85E-11,5.14E-12,2.07E-11,6.54E-11,3.85E-12,2.26E-12,2.00E-12,2.19E-12,3.45E-12,4.52E-12,3.39E-10,5.32E-12,2.70E-12
3943.84,7.01E-12,4.19E-12,1.79E-11,5.09E-12,2.12E-11,6.51E-11,3.84E-12,2.27E-12,2.02E-12,2.27E-12,3.47E-12,4.30E-12,3.37E-10,5.39E-12,2.82E-12
3949.33,6.85E-12,4.34E-12,1.82E-11,5.03E-12,2.08E-11,6.41E-11,3.85E-12,2.21E-12,2.02E-12,2.20E-12,3.46E-12,4.49E-12,3.37E-10,5.32E-12,2.68E-12
3954.84,6.99E-12,4.41E-12,1.86E-11,5.04E-12,2.10E-11,6.54E-11,3.81E-12,2.21E-12,2.06E-12,2.25E-12,3.34E-12,4.59E-12,3.34E-10,5.31E-12,2.73E-12
3960.36,6.80E-12,4.21E-12,1.83E-11,5.15E-12,2.08E-11,6.44E-11,3.98E-12,2.26E-12,2.00E-12,2.17E-12,3.50E-12,4.45E-12,3.36E-10,5.45E-12,2.68E-12
3965.86,6.82E-12,4.17E-12,1.82E-11,5.26E-12,2.06E-11,6.30E-11,3.77E-12,2.23E-12,1.99E-12,2.21E-12,3.44E-12,4.42E-12,3.32E-10,5.29E-12,2.71E-12
