Time,m12.0,m13.0,m14.0,m15.0,m16.0,m17.0,m21.0,m22.0,m24.0,m25.0,m26.0,m27.0,m28.0,m29.0,m30.0
3350.52,2.1178808477371226e-12,1.2695079588732064e-13,6.16154364009349e-13,6.520576242886596e-13,2.024852454939549e-12,8.312722250915018e-12,-3.0305698617716614e-14,7.120165137570969e-14,6.432864182377526e-14,1.28062563823468e-13,6.297348359424039e-13,6.609462139893732e-13,7.37695370363116e-11,8.84530206372121e-13,2.2525562515624312e-13
3355.94,1.8207686637053207e-12,1.838536161869483e-13,9.169800856285318e-13,5.721599043953629e-13,1.0376643188187268e-12,8.320035836880343e-12,-1.0725182724382537e-14,6.117233505499059e-14,-1.6081921398590887e-14,8.640206229170568e-14,5.631846935984637e-13,5.971111460834156e-13,6.664402734127334e-11,9.21187122380035e-13,1.3534087634947874e-13
3361.41,1.823683120042229e-12,1.3072786471812214e-13,-8.218657539417834e-14,5.62263128045487e-13,1.6505943733240935e-12,8.12741689135089e-12,8.851463389370159e-15,-1.8857251711491426e-14,-2.6496272104558278e-14,4.472624248013034e-14,4.365741255871427e-13,4.432406993222374e-13,5.951735980772e-11,8.378131981297187e-13,7.542691399283608e-14
3366.83,2.026570936010427e-12,3.376306850177506e-13,7.186391462250027e-13,5.423654081521905e-13,1.463406237203268e-12,6.0347304773162305e-12,-2.1568020717295753e-14,-5.888656803221059e-14,3.093164673075714e-15,1.5306574094836798e-13,5.40023983243202e-13,4.4940563141627936e-13,5.639185011268182e-11,3.74470114137632e-13,1.4551216518607183e-13
3372.28,1.6294747361998508e-12,2.0451636225630559e-13,1.1946943825905107e-13,3.2246825438494596e-13,1.3762890154581633e-12,7.24208454438468e-12,3.8010173308289487e-14,2.10839533796124e-14,5.2680328960549173e-14,4.1396048448717623e-14,4.234375854988331e-13,5.555493361971889e-13,5.026564571453455e-11,7.211085259906081e-13,8.559788824938035e-14
3377.75,1.4323891925367577e-12,1.0139061078748025e-13,3.203027772363439e-13,4.025714780350707e-13,1.4892190699635285e-12,5.7494655988552285e-12,1.7586819422042354e-14,1.1054366613130284e-14,1.2265978254582112e-14,4.9720228637141873e-14,3.1682701748751243e-13,3.2167888943601023e-13,4.413897818098126e-11,5.177346017402922e-13,1.5568392589273734e-13
3383.2,1.3352929927261814e-12,5.827628802603589e-14,4.211330692703873e-13,4.2267432426782594e-13,9.021018482184224e-13,5.756819665923698e-12,-1.2283498655237236e-13,-6.897511197504645e-14,2.1853142542055338e-14,8.805053613749229e-14,2.302406197431448e-13,1.9782259421692017e-13,4.0012773782833926e-11,3.943730135932688e-13,1.2576964895604594e-13
3388.66,1.0382021209893475e-12,-3.484374908909888e-14,2.1964884776057926e-14,1.0277735920926568e-13,8.150082645985511e-13,4.764187226693201e-12,-8.32575664827034e-14,-1.900464465237597e-14,2.1439549332808255e-14,-3.622220018120595e-15,2.436421368652996e-13,1.4395922322678577e-13,3.588633781698361e-11,4.610052573945976e-13,3.585552930937921e-14
3394.08,6.410899369575456e-13,2.0205907121052923e-13,4.2279060639523907e-13,2.128796393159696e-13,1.0278201284777254e-12,3.671500812658538e-12,5.632294941063098e-14,1.0966039026904767e-14,1.0289861104422584e-15,2.4717278450117386e-14,2.670919945213592e-13,2.80124155320829e-13,2.8760828121945343e-11,4.376621734025115e-13,1.4594078050261478e-13
3399.55,5.34004393294454e-13,2.893331974170358e-14,3.236239453725336e-13,8.298286296609341e-14,9.40750182983094e-13,3.278881867129075e-12,-1.3410040447561725e-13,5.093645226042264e-14,2.061463540447494e-14,3.3041458638541636e-14,1.9048142651003823e-13,2.562537085596496e-13,2.663416058839204e-11,3.1428824915219527e-13,7.602681814597197e-14
3405.02,9.469188496313609e-13,-3.4192431727121926e-14,2.2445728434982166e-13,4.3086086616217024e-14,3.536802374884642e-13,2.78626292159962e-12,-7.452375836186391e-14,-1.9093134506059623e-14,-9.79971530149196e-15,6.13656388269662e-14,9.387085849871773e-14,2.0238326179847133e-13,1.750749305483876e-11,1.4091432490187906e-13,6.11285578932956e-15
3410.45,5.298119936733027e-13,1.3270467421881465e-13,2.528452944062527e-14,5.3188555431605226e-14,3.6651573949287833e-13,2.193590001265999e-12,-6.494401642444595e-14,6.087749508406906e-14,1.9788963979421478e-14,-2.0297926360758392e-14,1.1730863102130137e-13,9.85411181214701e-14,1.7381751792097484e-11,4.675650728581477e-13,6.1982642725894074e-15
3415.92,1.727264500102103e-13,8.957892274998946e-14,1.2611786841791975e-13,9.32917790817285e-14,7.94457939982469e-14,1.000971055736549e-12,-1.6536737031069355e-13,-2.915209168241352e-14,-6.253867265456683e-16,-1.1973746172334142e-14,6.06980630099807e-14,4.467067136029104e-14,1.5255084258544128e-11,9.419114860783148e-14,-9.371569808405307e-14
3421.37,-1.1436974980036584e-13,4.64645999885451e-14,-7.305183954803198e-14,-4.660537468551556e-14,1.9232857225313578e-13,1.6083251228050083e-12,-2.578917628510865e-14,-3.918157027058994e-14,-1.1038222439071953e-14,-1.3643438671984364e-14,1.9411166526561175e-13,3.081437614120112e-14,9.128879860396855e-12,5.0829560460807784e-14,1.637002497925533e-14
3426.83,3.185393784628006e-13,-3.6655437126590314e-14,-2.722200240423646e-13,1.1349766025592376e-13,5.234988633266136e-15,-8.430731642548348e-14,8.378824378456063e-14,-3.921110294791986e-14,-2.1451815648319195e-14,3.468380517240256e-14,-4.248681761223259e-14,1.0695100515106555e-13,6.0024438945465895e-12,1.7461804262137405e-14,1.6455905332588414e-14
3432.28,-7.855682134777566e-14,1.0230240111965141e-14,-1.7138973200831801e-13,7.360050648867967e-14,1.8117766888156646e-14,7.230467506429726e-13,1.0336643781014604e-13,-1.924058153609661e-14,8.135348639154349e-15,-1.6985887327247247e-14,5.092678464339863e-14,-1.2690529006802383e-13,8.762394963992101e-13,5.4100216115113363e-14,6.541628395896926e-15
3437.8,-2.0561572464215719e-13,-5.292408312531324e-14,4.294512243270864e-13,1.3704673682223438e-14,-3.688339879802838e-13,4.304952736187323e-13,-1.270607858556834e-13,-9.270438748341833e-15,-2.2282789550414106e-14,1.1322974581363909e-14,-6.574420903530118e-14,-6.081111568442347e-14,-1.2515858756692157e-12,4.0695451606567934e-14,6.628452489376483e-15
3443.25,-6.271192445273293e-14,7.396159411324188e-14,3.028151636113149e-14,-2.1619248008502044e-13,3.4404879027460817e-13,-1.1621506593127982e-12,-7.748259183009832e-14,7.070008266348156e-14,3.730437473705911e-14,-3.034671791828614e-14,5.766939322032971e-14,7.533258909648657e-14,-6.37779027381644e-12,-1.2266613654045606e-13,-3.3285824447314675e-14
3448.7,-6.898081242633096e-13,-9.152728648201508e-15,-2.688881916048186e-13,2.3910366147735087e-14,-7.430684314704995e-13,-2.5479659224433735e-13,4.2095602195487875e-14,-2.932939592469589e-14,-3.1084609754676547e-15,-3.2016410417936363e-14,-1.5891700452403755e-13,-1.6852370612260297e-13,-8.503994671963726e-12,-1.7602772468748073e-13,-2.3200101384006248e-14
3454.19,-2.3688301177891885e-13,6.771009117559116e-14,-6.805180568428109e-14,-5.986032784773435e-15,-3.009110071465472e-14,-1.2473885503717034e-12,-1.832929960259261e-14,6.409091305169403e-16,-1.352432667487494e-14,-1.2369835754143697e-13,-9.555174280231065e-14,-2.824083044258699e-13,-1.2631125340923093e-11,-2.294139850410887e-13,-1.4311374916059982e-13
3459.73,-9.839312589258141e-13,5.454433923092952e-14,-4.67207802405635e-13,-1.6588148817386195e-13,-3.169955793326204e-13,-6.399130399938647e-13,4.1241928819745014e-14,1.0610943739966428e-14,4.605602014211572e-14,-3.5395622944751355e-14,-1.1224690674796241e-13,-2.063282815843587e-13,-1.6759413848397633e-11,-2.628310856529257e-13,9.697338951292835e-14
3465.19,-3.6102213066264787e-13,-1.3857569788420522e-13,-1.6637598689996937e-13,-6.577845323242197e-14,-5.040891629524901e-13,-1.4325454792243518e-12,-6.918065111058598e-14,4.058141106263699e-14,5.642426932869212e-15,-7.706837910036425e-14,-7.884538962580649e-14,-2.801916525744926e-13,-1.98858498142479e-11,-1.3619884185159596e-13,-4.294073013373838e-14
3470.62,4.781871013379292e-12,1.7098321408061733e-11,6.663445125819083e-11,9.504324015582966e-12,5.0087463390519245e-12,-4.252183995579733e-13,4.039909082683196e-14,9.05520406527652e-14,4.429452311062138e-10,1.6277212680557119e-09,1.1696094592382897e-08,1.4094675966203748e-08,2.5173988408923013e-08,5.665804519061046e-10,5.687144678349521e-12
3476.06,9.036847694854949e-10,1.595495212799654e-09,3.5406352800267535e-09,3.5820442667310703e-10,7.722160547918158e-11,5.718212217380944e-11,-9.002194119166665e-14,4.105226161537408e-13,2.707944819027998e-09,8.357719601426868e-09,5.2296088018070285e-08,5.38946721169843e-08,8.897386243609257e-08,1.8035770964860092e-09,1.5517230244122805e-11
3480.81,1.5306873003205225e-09,2.615492498481651e-09,5.5706360036757736e-09,5.51204516309732e-10,1.1423283358866978e-10,1.3918853168180488e-10,-3.5038957025193627e-13,5.404969238062473e-13,3.547944459217056e-09,1.0997718146190285e-08,6.699608227763189e-08,6.849466875599306e-08,1.1057375244143364e-07,2.2535741666614774e-09,1.9517304956884405e-11
3485.2,1.7406896393448952e-09,2.9454899898803807e-09,6.220636672479816e-09,6.172045991528442e-10,1.3024321072564943e-10,1.9319445541656278e-10,-3.107293368992163e-13,7.804731786682476e-13,3.8379441266759955e-09,1.1797716801245319e-08,7.189607697225829e-08,7.329466564972956e-08,1.18573650783212e-07,2.4035714588868052e-09,2.1517374007205124e-11
3489.64,1.8006920050096367e-09,3.045487452707342e-09,6.410637348901217e-09,6.372046829394998e-10,1.3925370605325525e-10,2.252004466198259e-10,-5.310729733260798e-13,6.804491630844854e-13,3.927943790347452e-09,1.2097715440982072e-08,7.349607160645902e-08,7.489466250808722e-08,1.2057354796715188e-07,2.4535687202718743e-09,2.2017443843975968e-11
3494.05,1.820694354690157e-09,3.0854849326773643e-09,6.4706380207522014e-09,6.472047661600295e-10,1.4126413046648533e-10,2.4220639734198587e-10,-4.3141428788519286e-13,5.804253097681806e-13,3.947943456291398e-09,1.2097714089909793e-08,7.389606627691516e-08,7.52946593876722e-08,1.2157344584579485e-07,2.4735660001610985e-09,2.2217513208876738e-11
3498.44,1.8206966937145299e-09,3.085482424076094e-09,6.490638689556243e-09,6.532048490031418e-10,1.4427450760346494e-10,2.522123210767438e-10,-3.917540545324737e-13,6.704015646301817e-13,3.947943123750338e-09,1.2197712744964824e-08,7.399606097154156e-08,7.53946562814087e-08,1.215733441875732e-07,2.473563292386426e-09,2.2517582259197456e-11
3502.83,1.8206990327389025e-09,3.095479915474824e-09,6.480639358360286e-09,6.54204931846254e-10,1.462848847404446e-10,2.5921824481150167e-10,-3.0209382117975496e-13,5.903778194921821e-13,3.947942791209278e-09,1.2097711400019856e-08,7.379605566616797e-08,7.499465317514521e-08,1.2057324252935158e-07,2.4535605846117532e-09,2.2317651309518175e-11
3507.19,1.580701355779054e-09,2.6254774240166145e-09,5.380640022593913e-09,5.402050141232402e-10,1.202951909630485e-10,2.432241280651564e-10,-1.7243126595928651e-13,5.103542366216406e-13,2.6779424609407076e-09,7.967710064265856e-09,4.7796050397049774e-08,4.729465009010904e-08,7.447314156583306e-08,1.4735578953412356e-09,1.4017719887968822e-11
3511.58,7.497036948034268e-10,1.2154749154153444e-09,2.440640691397955e-09,2.5020509696635243e-10,6.520556810002813e-11,1.7223005179991435e-10,-5.2771032606567294e-14,3.503304914836409e-13,1.0779421283996478e-09,3.197708719320889e-09,1.889604509167618e-08,1.8594646983845552e-08,2.9173039907611432e-08,5.78555187566563e-10,5.797788938289543e-12
3516.09,2.837060977646845e-10,4.5047233824183e-10,9.006413784836566e-10,9.720518207396892e-11,3.561622889451063e-11,1.1423613745908475e-10,6.879913275155493e-15,1.7030609727581038e-13,3.999417867686269e-10,1.1677073376120498e-09,6.756039641280982e-09,6.654643792672811e-09,1.0672935470577368e-08,2.1055240577527068e-10,3.807859876090557e-12
3520.56,1.0870847941364716e-10,1.6446978392573028e-10,3.316420594754716e-10,4.110526642675064e-11,2.2926795136492155e-11,8.2242169143451e-11,1.7653395498054384e-13,2.0028191942458975e-13,1.4394144816759295e-10,4.277059681578344e-10,2.476034239226318e-09,2.424640629803154e-09,4.022831959814117e-09,7.894964865618497e-11,2.0379301847314722e-12
3525.17,4.5210935655642245e-11,5.886714960867883e-11,1.166427617958894e-10,1.7505353421453943e-11,1.7537692312227026e-11,6.224838973963184e-11,6.617716130310278e-14,1.5025698432523283e-13,4.9241098961604916e-11,1.467045558124356e-10,8.480286679797857e-10,8.336373678727024e-10,1.542725207103023e-09,2.95468051843762e-11,1.5480026954327297e-12
3530.06,2.1213541083702108e-11,2.0264355289724074e-11,4.244350677351262e-11,9.3054457000004e-12,1.3549251355468572e-11,5.02549881594419e-11,-5.4201303139995634e-14,9.023053472960291e-14,1.694072854570872e-11,5.130305768466986e-11,2.99022758349516e-10,2.9363390782066177e-10,6.926119704962449e-10,1.2143789007121347e-11,1.3080796102546703e-12
3535.06,1.3116205120573143e-11,7.061498112878712e-12,1.8044268509323684e-11,6.105540054342376e-12,1.1361070418087743e-11,4.2261735009963434e-11,5.411718901825262e-15,2.1020349015329374e-13,6.620349797348604e-12,1.8801525856688524e-11,1.1101671578277804e-10,1.0963036993513966e-10,4.004961866447336e-10,5.540704981298391e-12,1.2181582552668802e-12
3540.09,1.0018885141665398e-11,3.918623792972278e-12,8.545034815549602e-12,3.8256349748104046e-12,9.872960395082621e-12,3.7268522341588077e-11,-4.977580924102009e-15,1.3017628330952688e-13,2.8499687764983273e-12,7.999984837739305e-12,4.871063696063966e-11,4.632681082230443e-11,2.923797080901132e-10,3.837602451320494e-12,1.1482373721491637e-12
3545.22,8.321618443495076e-12,1.945692329528936e-12,4.845816356491744e-12,3.215731782365274e-12,8.285086753329887e-12,3.2275444610223155e-11,7.462537969080697e-14,2.01485355742335e-14,1.679580180680848e-12,4.428413182230461e-12,2.5404437287166522e-11,2.4723180951758756e-11,2.472609138584627e-10,2.9344382408261392e-12,9.083180619316906e-13
3550.42,7.42438904184095e-12,1.25272086560976e-12,4.546608561735239e-12,2.855829910880932e-12,7.497378578453818e-12,2.9282461334765545e-11,-3.577707738569956e-14,7.012040921487234e-14,9.491862823863272e-13,2.8968200811298775e-12,1.5798153017759047e-11,1.531950155081577e-11,2.2014049865289096e-10,2.5112308539702626e-12,7.88399852744389e-13
3555.67,6.727186280555532e-12,1.0197208299221298e-12,3.547408384336844e-12,2.7159289829400077e-12,6.609788594203943e-12,2.728954552781315e-11,9.381659575821394e-14,1.0009201240974743e-13,6.78788596608205e-13,2.0852116617494805e-12,1.1191808322684198e-11,1.0815786771017566e-11,2.050189256088041e-10,2.077992626856158e-12,6.184824300072092e-13
3560.86,6.529951550827662e-12,6.56755080356644e-13,3.4481990661087164e-12,2.4760269227469803e-12,5.922056781202639e-12,2.5296548758654492e-11,9.34149126376243e-14,8.00639401395388e-14,5.983954558104044e-13,1.7336216243048595e-12,8.285536138410202e-12,8.712114445845625e-12,1.8889874197093546e-10,1.984791408051928e-12,7.185640635298827e-13
3566.23,6.2328127264271514e-12,6.836864724247265e-13,2.9490171703697877e-12,2.216128259310265e-12,5.6347504544556195e-12,2.3203794876114602e-11,7.299929831053993e-14,5.0034894264582816e-14,4.179886800716398e-13,1.361976441052911e-12,6.779046421733641e-12,7.10831475679489e-12,1.7377439011441229e-10,2.3014791643180702e-12,5.186485282729961e-13
3571.64,5.9356952143216055e-12,4.305950070780453e-13,2.249841368517345e-12,1.5962303507082845e-12,4.647538680209561e-12,2.1811094968378894e-11,-1.7419411840209365e-14,9.000563203301656e-14,3.6757887434599386e-13,1.2103190031771113e-12,5.462508364523176e-12,5.8044867646599756e-12,1.6464911198707716e-10,2.32814224837763e-12,3.9873362217620727e-13
3576.98,5.038540405699866e-12,3.9754354220719806e-13,2.3506549023635493e-12,2.0763311211455162e-12,4.8601614390868295e-12,2.091830060473588e-11,-6.783270429954393e-14,1.5997674842551828e-13,3.171743710973898e-13,9.186830108930506e-13,5.286054903247043e-12,4.4307083029223706e-12,1.5552545483366313e-10,2.0948485087987105e-12,4.788176150492471e-13
3582.34,5.141396253225611e-12,3.444806486289705e-13,1.951471483153e-12,1.5164322690001177e-12,3.972831474214573e-12,1.812553322849495e-11,3.175245532928875e-14,2.994775663971476e-14,2.467683528553451e-13,8.170408912970644e-13,4.599577271703958e-12,3.3969156896426785e-12,1.4440133454484298e-10,1.8115424331165005e-12,5.189019225023359e-13
3587.7,4.644252100751358e-12,2.014177550507431e-13,2.2522880639424454e-12,1.4465334168547172e-12,3.7855015093423184e-12,1.9132765852254023e-11,1.1337614958120333e-14,1.9918764853911537e-14,2.8636233461330015e-13,8.153987717010781e-13,3.683099640160873e-12,3.1431230763629875e-12,1.3027721425602294e-10,1.6982363574342891e-12,5.28986229955425e-13
3593.12,4.347139916719556e-12,4.983205753503713e-13,2.0531137855616267e-12,1.1266356969614216e-12,3.398313373221496e-12,1.644007943821936e-11,1.0918130851454899e-14,8.988944853319251e-14,1.9595177139093465e-13,6.737382701693158e-13,3.3065494978169302e-12,3.2392880084570292e-12,1.2415170456098462e-10,1.4948932734422026e-12,5.390714811486602e-13
3598.47,4.049990436171559e-12,4.552633961258343e-13,1.453928842879455e-12,1.1467366561073375e-12,3.110959770224003e-12,1.5047298568277378e-11,5.040644362034e-16,4.986051083654165e-14,1.4554651064561003e-13,4.3209921422929266e-13,2.7600839514073213e-12,2.715502470948381e-12,1.170278158398676e-10,1.4315933658116389e-12,2.9915563131172453e-13
3603.92,3.9528942363609826e-12,4.6214907336439e-13,1.6547591349135e-12,1.1068395023400934e-12,3.123842548478897e-12,1.3154652635345859e-11,5.008225846178929e-14,5.983103224836474e-14,1.5513367493308326e-13,3.704295217296423e-13,2.3034975536629527e-12,2.4516461757292903e-12,1.0690161144172033e-10,1.1882317776646136e-12,3.192413543750331e-13
3609.36,3.2557927084766656e-12,3.0904046495663587e-13,1.3555879034759275e-12,8.969421598641656e-13,3.236701688608549e-12,1.1961993208713266e-11,-1.0338773556709008e-14,1.9801607749340283e-14,8.472159671727657e-14,3.887628928859544e-13,2.1169232410520602e-12,2.087796956281245e-12,9.87756386112761e-11,1.3848763575692357e-12,2.2932692014831715e-13
3614.78,3.3586805244448635e-12,2.759432852562637e-13,1.2564136250951072e-12,8.970444399708694e-13,2.5495135524877252e-12,1.1369306794678601e-11,3.924174233662555e-14,-1.0227708571378322e-14,1.1431103349491056e-13,4.471023913541925e-13,2.0003730987081192e-12,1.983961888375287e-12,9.165012891623783e-11,1.0915332735771493e-12,2.0941217134155267e-13
3620.25,2.9615949807817705e-12,2.0281753378743886e-13,1.4572469640724e-12,9.171476636209932e-13,2.0624436069930906e-12,1.0876687849149146e-11,1.1881838845037758e-13,2.974270466213955e-14,1.238966827889439e-13,2.95426571542617e-13,1.6337625306967985e-12,1.7500914416141083e-12,8.652346138268454e-11,9.781593493268333e-13,1.994982089849104e-13
3625.69,2.6644934528974534e-12,1.397089253796846e-13,7.580757326348277e-13,9.072503211450645e-13,1.7753027471227462e-12,1.0284028422516568e-11,1.8397356431879458e-14,-2.8671983688514966e-16,1.1348460457313695e-13,2.537599426989294e-13,1.447188218085906e-12,1.3962422221660624e-12,7.939748855224026e-11,1.0048039292314551e-12,2.9583774758194386e-14
3631.16,2.5674079092343603e-12,-1.2341682608914087e-13,8.589090716121157e-13,4.973535447951887e-13,1.4882328016281116e-12,8.991409476987114e-12,-1.0202599745436846e-13,5.968369339663304e-14,4.307025386716981e-14,2.020841228873543e-13,1.430577650074586e-12,1.182371775404884e-12,7.227082101868697e-11,1.0614300049811385e-12,1.9966981240155176e-13
3636.58,2.1702957252025584e-12,8.348599421048756e-14,4.59734793231297e-13,5.074558249018926e-13,1.701044665507289e-12,7.698723062952441e-12,7.554518438966243e-15,2.9654377075914034e-14,5.265969064480389e-14,1.2042362135559174e-13,1.1940275077306447e-12,8.485367074989263e-13,6.714531132364874e-11,8.58086920989052e-13,2.497550635947872e-13
3642.05,2.173210181539467e-12,1.2036024274166122e-13,6.605681322085899e-13,4.875590485520157e-13,1.3139747200126593e-12,8.806104117422999e-12,-2.868835447281539e-15,4.962479030943159e-14,7.224533993883698e-14,1.1874780154401624e-13,8.874169397193241e-13,9.44666260737748e-13,6.301864379009534e-11,9.247129967387372e-13,7.98411012381444e-14
3647.52,2.4761246378763753e-12,1.1723449127283586e-13,5.614014711858844e-13,5.076622722021403e-13,1.8269047745180277e-12,6.913485171893541e-12,5.6707810666470987e-14,8.959520354294987e-14,6.183098923286959e-14,7.70719817324409e-14,8.508063717080037e-13,7.807958139765696e-13,5.189197625654207e-11,6.613390724884203e-13,1.499271388815022e-13
3652.98,1.7790337661395415e-12,-2.0588554584229933e-13,-1.3776671330844975e-13,3.7776530714357905e-13,1.239811190898155e-12,5.820852732663039e-12,1.6285230736140296e-14,9.56567086562029e-15,-8.5826039763774e-15,8.53992255768284e-14,7.242078888301595e-13,8.969324429864346e-13,5.176554029069174e-11,5.579713162897512e-13,6.001301923483506e-14
3658.41,1.981926910181482e-12,2.1011560103638198e-14,5.630605317823553e-13,4.1786777595896773e-13,1.252646692902569e-12,4.628179812329428e-12,-4.413502732644205e-14,1.9536300455748265e-14,6.100607530453627e-14,1.3373566038910345e-13,5.976456613527432e-13,6.930902993094334e-13,4.563979902795054e-11,3.8462206424601915e-13,1.100984277180949e-13
3663.89,1.5848466945921296e-12,-7.21199057188782e-14,6.638953942312689e-13,3.979711883177751e-13,1.2656003855331757e-12,3.935574360501007e-12,-3.4559155168605463e-14,-2.0493340399886367e-14,6.059096710184889e-14,8.205677692156552e-14,4.710230082079463e-13,5.792127767772112e-13,3.6512899926694225e-11,3.9124197194405654e-13,6.018462265147682e-14
3669.36,1.4877611509290381e-12,1.5475434281229526e-13,4.647287332085586e-13,3.0807441196789875e-13,1.1785304400385443e-12,3.0429554149715587e-12,-4.9825090548534154e-15,-2.0522927166368323e-14,2.017661639588183e-14,7.038095710998985e-14,4.844124401966259e-13,4.753423300160321e-13,3.5386232393140866e-11,3.478680476937408e-13,1.102706602948343e-13
3674.83,1.0906756072659467e-12,-8.371408656530226e-15,2.655620721858515e-13,1.5817763561802303e-13,7.914604945439113e-13,3.050336469442115e-12,3.45941370588996e-14,-1.0552513932850524e-14,6.976226568991459e-14,1.8705137298414356e-14,3.478018721853056e-13,3.914718832548526e-13,3.125956485958752e-11,3.4449412344342485e-13,1.103566979381918e-13
3680.27,1.0935740793816279e-12,6.851998293571612e-14,3.66390840748279e-13,3.8280293142094227e-14,9.043196346735668e-13,1.7576770428095166e-12,4.173105040400974e-15,3.941806156812524e-14,5.935018747410805e-14,-1.29614915452735e-14,3.612275595744131e-13,2.0762266380680703e-13,2.3133592029143235e-11,-5.886129665195371e-14,1.4044226371147573e-13
3685.73,8.96483207644794e-13,-7.460005417941863e-14,6.7222656253948e-14,1.5838332808353452e-13,7.172260510536971e-13,2.065044603579018e-12,1.0375052511007009e-13,7.938852889079556e-14,3.893659426486105e-14,-3.4634247700886076e-14,3.446290766965682e-13,1.7375929281667375e-13,2.0007156063292917e-11,4.277709471493761e-13,1.6052814406480873e-13
3691.17,7.993816797604769e-13,-7.708662587171639e-15,-1.319485751836293e-13,-9.151401439239393e-14,5.300851911833511e-13,1.4723851769464533e-12,1.3329493091572124e-14,-2.0640895608228643e-14,4.8524516049054425e-14,-3.630087654457386e-14,1.780547640856753e-13,-8.992663137243977e-17,1.4881183232848676e-11,1.2441552705399834e-13,2.061370983809318e-14
3696.66,6.523067922448694e-13,-6.084584276337862e-14,-3.1112189263090145e-14,8.858958667509766e-14,6.430625219391895e-13,2.7979321881907766e-13,2.9045912934916284e-15,4.932940944698361e-14,8.108650349647065e-15,3.201717633192566e-14,-5.857997419259612e-14,1.4602547506536075e-13,1.2754052563889302e-11,1.310292667003905e-13,8.070006206149924e-14
